RESPODENT ID;DATE;START TIME;END TIME;AREA;COMPANION;WEATHER;GENDER;SMOKING AT THE MOMENT;BRAND;AGREED TO SHARE;QUANTITY
276;22.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;No;Camel;Yes;1
277;22.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;No;UNKNOWN;No;0
278;22.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;Parlament;Yes;1
279;22.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;Parlament;Yes;1
280;22.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;UNKNOWN;No;0
281;22.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;tobaco;Yes;1
282;22.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;UNKNOWN;No;0
283;22.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;Parlament;Yes;1
284;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;No;Camel;Yes;1
285;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;UNKNOWN;No;0
286;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Parlament;Yes;1
287;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;UNKNOWN;No;0
288;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Kent;Yes;1
289;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Sobranie;Yes;1
290;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;UNKNOWN;No;0
291;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;UNKNOWN;No;0
292;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;UNKNOWN;No;0
293;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;No;UNKNOWN;No;0
294;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Camel;Yes;1
295;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Parlament;Yes;1
296;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Winston;Yes;1
297;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;No;Camel;Yes;1
298;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Winston;Yes;1
299;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Pirveli;Yes;1
300;22.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;No;Winston;Yes;1
301;24.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Parlament;Yes;1
302;24.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Camel;Yes;1
303;24.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;No;masisvitak;Yes;1
304;24.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;UNKNOWN;No;0
305;24.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Parlament;Yes;1
306;24.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;LM;Yes;2
307;24.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Camel;Yes;2
308;24.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;No;Camel;Yes;1
309;24.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;UNKNOWN;No;0
310;24.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Parlament;Yes;1
311;24.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Parlament;Yes;1
312;24.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;No;Camel;Yes;1
313;24.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Marlboro;Yes;1
314;24.07.2026;18:00;21:00;Sarajishvili;Girl;Sunny;Male;Yes;UNKNOWN;No;0
315;24.07.2026;18:00;21:00;Sarajishvili;Girl;Sunny;Male;Yes;UNKNOWN;No;0
316;24.07.2026;18:00;21:00;Sarajishvili;Girl;Sunny;Male;No;UNKNOWN;No;0
317;24.07.2026;18:00;21:00;Sarajishvili;Girl;Sunny;Male;No;pall mall;Yes;1
318;24.07.2026;18:00;21:00;Sarajishvili;Girl;Sunny;Male;No;Sobranie;Yes;1
319;24.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;Yes;UNKNOWN;No;0
320;24.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;Yes;tobaco;Yes;1
321;24.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;No;Parlament;Yes;1
322;24.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;No;Camel;Yes;2
323;24.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;Yes;Winston;Yes;2
324;24.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;Yes;Parlament;Yes;1
325;24.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;masisvitak;Yes;1
326;24.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;Yes;UNKNOWN;No;0
327;24.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;Parlament;Yes;1
328;24.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;Camel;Yes;1
329;24.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;Yes;Winston;Yes;1
330;24.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;Sobranie;Yes;1
331;24.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;Manchester;Yes;1
332;24.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;Parlament;Yes;1
333;24.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;Yes;Kent;Yes;1
334;24.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;UNKNOWN;No;0
335;24.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;Yes;Camel;Yes;1
336;24.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;Yes;Parlament;Yes;1
337;24.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;No;Camel;Yes;2
338;24.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Camel;Yes;1
339;24.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Parlament;Yes;1
340;24.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;No;Parlament;Yes;1
341;24.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Marlboro;Yes;1
342;24.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Camel;Yes;1
343;24.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;No;tobaco;Yes;1
344;24.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Sobranie;Yes;1
345;24.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;UNKNOWN;No;0
346;24.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Sobranie;Yes;1
347;24.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;No;UNKNOWN;No;0
348;24.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;UNKNOWN;No;0
349;24.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;No;UNKNOWN;No;0
350;24.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;No;Winston;Yes;2
351;27.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Kent;Yes;1
352;27.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Camel;Yes;1
353;27.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;No;UNKNOWN;No;0
354;27.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Gauloises;Yes;1
355;27.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Winston;Yes;1
356;27.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;VIP;Yes;1
357;27.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;UNKNOWN;No;0
358;27.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;No;Pirveli;Yes;1
359;27.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;No;UNKNOWN;No;0
360;27.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Pirveli;Yes;1
361;27.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Parlament;Yes;1
362;27.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Camel;Yes;2
363;27.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;No;Parlament;Yes;1
364;27.07.2026;18:00;21:00;Sarajishvili;Girl;Sunny;Male;Yes;Winston;Yes;1
365;27.07.2026;18:00;21:00;Sarajishvili;Girl;Sunny;Male;Yes;Marlboro;Yes;1
366;27.07.2026;18:00;21:00;Sarajishvili;Girl;Sunny;Male;No;Davidoff;Yes;1
367;27.07.2026;18:00;21:00;Sarajishvili;Girl;Sunny;Male;No;Winston;Yes;1
368;27.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;Yes;Winston;Yes;1
369;27.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;No;Parlament;Yes;1
370;27.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;No;Parlament;Yes;1
371;27.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;Yes;Parlament;Yes;1
372;27.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;No;Marlboro;Yes;2
373;27.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;No;UNKNOWN;No;0
374;27.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;No;UNKNOWN;No;0
375;27.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;Yes;UNKNOWN;No;0
376;27.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;Yes;tobaco;Yes;2
377;27.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;Yes;UNKNOWN;No;0
378;27.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;UNKNOWN;No;0
379;27.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;Yes;Camel;Yes;1
380;27.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;Yes;UNKNOWN;No;0
381;27.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;UNKNOWN;No;0
382;27.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;UNKNOWN;No;0
383;27.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;Parlament;Yes;1
384;27.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;UNKNOWN;No;0
385;27.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;Camel;Yes;1
386;27.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;UNKNOWN;No;0
387;27.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Parlament;Yes;2
388;27.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;No;Marlboro;Yes;1
389;27.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;No;Camel;Yes;1
390;27.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Parlament;Yes;2
391;27.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;No;Sobranie;Yes;1
392;27.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;LM;Yes;1
393;27.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;No;UNKNOWN;No;0
394;27.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;No;UNKNOWN;No;0
395;27.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;No;UNKNOWN;No;0
396;27.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Parlament;Yes;1
397;27.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;UNKNOWN;No;0
398;27.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Camel;Yes;1
399;27.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Camel;Yes;1
400;27.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Camel;Yes;1
401;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;UNKNOWN;No;0
402;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Pirveli;Yes;2
403;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Pirveli;Yes;1
404;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Marlboro;Yes;1
405;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Winston;Yes;1
406;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;UNKNOWN;No;0
407;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;UNKNOWN;No;0
408;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Marlboro;Yes;1
409;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;UNKNOWN;No;0
410;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Parlament;Yes;1
411;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Parlament;Yes;1
412;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Parlament;Yes;2
413;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Winston;Yes;1
414;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;Kent;Yes;2
415;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;No;UNKNOWN;No;0
416;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;UNKNOWN;No;0
417;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;No;Winston;Yes;1
418;29.07.2026;18:00;21:00;Gldani;Girl;Sunny;Male;Yes;LM;Yes;1
419;29.07.2026;18:00;21:00;Sarajishvili;Girl;Sunny;Male;Yes;Winston;Yes;1
420;29.07.2026;18:00;21:00;Sarajishvili;Girl;Sunny;Male;No;Sobranie;Yes;1
421;29.07.2026;18:00;21:00;Sarajishvili;Girl;Sunny;Male;Yes;Winston;Yes;2
422;29.07.2026;18:00;21:00;Sarajishvili;Girl;Sunny;Male;No;Parlament;Yes;1
423;29.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;Yes;Winston;Yes;1
424;29.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;Yes;Marlboro;Yes;1
425;29.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;Yes;Parlament;Yes;2
426;29.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;Yes;Winston;Yes;1
427;29.07.2026;18:00;21:00;Guramishvili;Girl;Sunny;Male;Yes;Winston;Yes;1
428;29.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;Parlament;Yes;1
429;29.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;Pirveli;Yes;1
430;29.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;Camel;Yes;1
431;29.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;Marlboro;Yes;1
432;29.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;Yes;Camel;Yes;1
433;29.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;Yes;Camel;Yes;1
434;29.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;Parlament;Yes;1
435;29.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;Yes;UNKNOWN;No;0
436;29.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;No;Pirveli;Yes;2
437;29.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;Yes;UNKNOWN;No;0
438;29.07.2026;18:00;21:00;Grmagele;Girl;Sunny;Male;Yes;UNKNOWN;No;0
439;29.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;No;tobaco;Yes;1
440;29.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Parlament;Yes;1
441;29.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;No;Pirveli;Yes;1
442;29.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Parlament;Yes;1
443;29.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Camel;Yes;1
444;29.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;No;Parlament;Yes;2
445;29.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;No;Parlament;Yes;2
446;29.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Parlament;Yes;1
447;29.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;UNKNOWN;No;0
448;29.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;tobaco;Yes;1
449;29.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;Parlament;Yes;2
450;29.07.2026;18:00;21:00;Nadzaladevi;Girl;Sunny;Male;Yes;UNKNOWN;No;0
